solvent,SMILES,Property_0,Value_0,Property_1,Value_1,Property_2,Value_2,Property_3,Value_3,Property_4,Value_4,Property_5,Value_5,Property_6,Value_6,Property_7,Value_7,Property_8,Value_8,Property_9,Value_9,Property_10,Value_10,Property_11,Value_11
amine,C1COCCN1,SB,,N_mol_cm3,0.3385905747244872,alpha,0.11110119520732181,n,0.33441385433718385,SP,,fn,0.3461279048532208,SA,,pi_star,-0.7234541538712015,delta,,ET30,-0.10283333947544077,SdP,,beta,0.897663155086515
monohydric_alcohol,OC1CCCC1,n,0.3036402143339651,SP,0.19071201341949132,beta,,N_mol_cm3,0.2456203376563367,SB,1.3986317026683057,delta,,SdP,0.4624545598859678,alpha,,SA,0.5852787558853223,pi_star,,fn,0.3196639817415425,ET30,0.7288242693969795
ketone,CCCCC(C)=O,n,-0.5240087352262793,beta,0.14197733575347943,delta,,ET30,-0.22758198080630362,SA,,alpha,-0.5160205338374907,SB,,pi_star,0.23985137715945515,N_mol_cm3,-0.3617852111889123,fn,-0.40566354354385786,SP,,SdP,
ketone,CCCC(=O)CCC,N_mol_cm3,-0.5497916905933942,n,-0.4268288194266418,SP,,SB,,SA,,alpha,,fn,-0.3192507333832746,pi_star,,ET30,-0.39391350258078806,SdP,,beta,,delta,
alkane,C1CCCCCC1,N_mol_cm3,-0.3287291268980143,beta,,alpha,,pi_star,,n,,SdP,-1.5203850162022057,ET30,,delta,,SA,-0.5896346870860926,SB,-1.2474124517646115,SP,-0.23994434137198342,fn,
monohydric_alcohol,COC(=O)c1ccccc1O,SA,0.4076755610175503,pi_star,,delta,,beta,,ET30,0.5070489070310006,n,1.6949326755321095,SdP,0.6628009063555007,SP,1.3895661902714331,fn,1.4797559581473803,alpha,,N_mol_cm3,-0.42996338503888915,SB,-0.6885786990472269
ether,COC(C)(C)C,delta,-1.1441019887632733,SP,-1.1827325775371025,pi_star,,n,-1.0844129163375213,alpha,,SB,0.4930517057949535,beta,,N_mol_cm3,-0.2998050531434787,fn,-0.9119886030785292,ET30,-0.9760738287914817,SA,-0.5896346870860926,SdP,-0.2770591601706914
amide,CC(=O)N(C)C,beta,1.1037592876318885,delta,0.38742794310952505,SA,-0.46212470102717934,ET30,0.1605249033341588,SdP,1.3875832774070471,SB,0.772468582153646,n,0.07526741220481706,SP,0.45841731504662425,pi_star,1.0920062699942668,alpha,-0.5624739952482176,N_mol_cm3,0.1960362112199897,fn,0.12226471853095927
amine,C1COCCN1,fn,0.3461279048532208,n,0.33441385433718385,pi_star,-0.7234541538712015,delta,,alpha,0.11110119520732181,SB,,beta,0.897663155086515,N_mol_cm3,0.3385905747244872,SA,,ET30,-0.10283333947544077,SdP,,SP,
ester,CCOC(=O)C(Cl)(Cl)Cl,SP,,SB,,fn,0.33235586323387745,N_mol_cm3,-0.5435936747888507,pi_star,0.0916505262316617,SA,,beta,-0.6480578390037851,SdP,,ET30,-0.4216354228765348,delta,,n,0.3182172017039127,alpha,-0.5624739952482176
amide,NC=O,pi_star,1.4254581845818015,alpha,1.0866238848325858,ET30,1.9485887624098623,fn,0.25134385370833157,SP,1.0520247230024395,delta,3.843718465038676,n,0.2242766164309294,N_mol_cm3,3.1504237447189904,SdP,1.4435624036264754,SB,-0.02201795785420203,beta,0.14197733575347943,SA,1.9104718252833137
amine,C1CCNCC1,SP,0.3536630665838331,fn,0.33235586323387745,SB,1.7251791364850908,n,0.3182172017039127,N_mol_cm3,0.05348184771549257,SA,-0.5896346870860926,beta,2.0655412395102974,ET30,-0.8651861476084928,pi_star,-1.0569060684587366,SdP,-0.4449965388289765,delta,-0.3162479715347339,alpha,-0.5624739952482176
ketone,CC(=O)C(Cl)(Cl)Cl,beta,,SP,,SB,,n,0.052592098518237484,fn,0.10255179621307586,pi_star,,SdP,,N_mol_cm3,-0.1965047897344227,ET30,0.576353707770369,alpha,,delta,,SA,
halohydrocarbon,Fc1c(F)c(F)c(F)c(F)c1F,alpha,-0.5624739952482176,fn,-0.7556354246942224,SdP,-0.7779250263445242,n,-0.9127283984248294,delta,-0.7715676810104304,pi_star,-0.9457554302628914,ET30,-1.04537862953085,SP,-1.1710932165967924,N_mol_cm3,-0.24402291090258865,SA,-0.5896346870860926,beta,-1.4380930137610495,SB,-1.015126132864012
polyhydric_alcohol,OCCO,fn,0.034771748243367595,beta,0.27937475745039514,ET30,2.0178935631492307,SB,0.38195824892944963,SA,2.675531741636793,delta,1.8982615245516088,N_mol_cm3,1.6608339463604034,n,-0.025151834121474707,SdP,1.1607205027283112,SP,0.6213683682109661,alpha,1.527931768234491,pi_star,1.2402071209220602
polyhydric_alcohol,CC(O)CCO,delta,,pi_star,,SdP,1.0517085200904768,fn,0.15034888183314862,SB,0.6378098465590955,alpha,,SA,1.3640004564593995,n,0.10766071747136291,N_mol_cm3,0.28280843248359677,beta,,ET30,1.5327599579736522,SP,0.1790726524791812
ketone,CC(=O)CC(C)C,SdP,,fn,-6.319162182864361,SA,,pi_star,,alpha,,n,-0.6211886510259169,beta,,delta,,SP,,SB,,N_mol_cm3,-0.38244526387072336,ET30,-0.3246087018414197
halohydrocarbon,ClCCl,SdP,0.7452964607841321,N_mol_cm3,1.202180776824195,alpha,-0.260526496078493,beta,-1.1632981703672185,delta,-0.08858811679688526,ET30,-0.1444162199190614,fn,-0.07594466477488024,n,-0.15148572466100388,SB,-0.8165044978620499,pi_star,0.8697049936025765,SA,-0.4074775641447879,SP,0.435138593166004
halohydrocarbon,CCCCCl,pi_star,-0.7234541538712015,beta,-1.5067917246095073,ET30,-0.6711327055382615,fn,-0.39135142186101113,N_mol_cm3,-0.047752410425382086,SP,-0.3563379507750847,SA,-0.5896346870860926,delta,-0.7301749801490036,alpha,-0.5624739952482176,SdP,0.03819170853872113,SB,-0.9511632334566004,n,-0.5078120825930081
carboxylic_acid,CC(C)C(=O)O,SdP,-0.630611536293397,fn,,alpha,,N_mol_cm3,0.19397020595180867,SB,-0.46975825370608226,ET30,,delta,,SP,-0.7520762227456278,pi_star,,beta,,SA,1.7556382707832046,n,
nitrile,CCC#N,SA,-0.45301684488011407,fn,-0.9176594437453172,delta,0.221857139663817,ET30,0.2575516243692749,SB,-0.18697490895752636,alpha,-0.5624739952482176,SP,-0.6473219742828366,SdP,1.0959025671058151,beta,-0.1671668630645805,n,-1.0908915773908299,N_mol_cm3,0.8922799865970271,pi_star,0.46215265355114493
amine,CN1CCN(C)CC1,SB,1.3851658291088507,n,,SdP,-0.8987220881864486,beta,,pi_star,,SP,0.07431840401639003,fn,,alpha,,ET30,,N_mol_cm3,-0.49607555362068495,delta,,SA,-0.5896346870860926
halohydrocarbon,ClC(Cl)Cl,SP,0.6912045338528268,n,0.17244732800445461,SA,-0.3756000676300596,SB,-1.1767166155774724,alpha,-0.09793938114094897,fn,0.20651720843752733,beta,-1.1632981703672185,SdP,0.28862464162563745,ET30,-0.36619158228504034,N_mol_cm3,0.52866305939715,pi_star,-0.019500111964183393,delta,-0.3783370228268745
alkane,CCCCCCCCCCC,ET30,,n,,SP,-0.5309283648797353,SdP,-1.5203850162022057,beta,,SA,-0.5896346870860926,fn,,SB,-1.1464184000686986,N_mol_cm3,-1.0559629812977684,alpha,,pi_star,,delta,
alkane,CCCCCCCCCCCCC,pi_star,,ET30,,fn,,SB,-1.2474124517646115,beta,,SdP,-1.5203850162022057,delta,,N_mol_cm3,-1.1819893026568165,alpha,,SA,-0.5896346870860926,SP,-0.3912560335960151,n,
amide,CN(C)P(=O)(N(C)C)N(C)C,pi_star,1.0549560572623182,SA,-0.5896346870860926,SB,1.321202929701439,alpha,-0.5624739952482176,fn,0.40040595123533784,delta,-0.502515125411155,n,0.3975807996069484,SP,0.23726945718073184,ET30,-0.11669429962331464,N_mol_cm3,-0.8576264755523809,SdP,1.720511764922595,beta,2.0998905949345263
monohydric_alcohol,OC1CCCCCCC1,beta,,ET30,,n,,delta,,N_mol_cm3,-0.4692174851343304,SP,0.6213683682109661,SdP,0.061761866946901514,SA,0.034253458987875844,pi_star,,alpha,,SB,1.678048579026998,fn,
halohydrocarbon,Fc1c(F)c(F)c(F)c(F)c1F,SP,-1.1710932165967924,SA,-0.5896346870860926,N_mol_cm3,-0.24402291090258865,SB,-1.015126132864012,delta,-0.7715676810104304,beta,-1.4380930137610495,ET30,-1.04537862953085,pi_star,-0.9457554302628914,n,-0.9127283984248294,SdP,-0.7779250263445242,fn,-0.7556354246942224,alpha,-0.5624739952482176
amine,CCN(CC)CC,fn,-0.4202457052584567,N_mol_cm3,-0.5435936747888507,delta,-1.1441019887632733,ET30,-1.3364587926361975,pi_star,-1.6497094721699097,SB,1.5635886537716301,SA,-0.5896346870860926,beta,0.9320125105107439,SdP,-1.2021878776917707,SP,-0.7404368618053176,n,-0.5402053878595541,alpha,-0.5624739952482176
monohydric_alcohol,CCOC(=O)C(C)O,N_mol_cm3,-0.23162687929350173,n,,SdP,,SP,,fn,,delta,,SB,,SA,,beta,,pi_star,,ET30,,alpha,
halohydrocarbon,ClC(Cl)Cl,delta,-0.3783370228268745,beta,-1.1632981703672185,SP,0.6912045338528268,SdP,0.28862464162563745,ET30,-0.36619158228504034,alpha,-0.09793938114094897,SB,-1.1767166155774724,SA,-0.3756000676300596,N_mol_cm3,0.52866305939715,fn,0.20651720843752733,n,0.17244732800445461,pi_star,-0.019500111964183393
ether,COc1ccccc1,delta,-0.10928446722759903,pi_star,0.5362530790150416,beta,-0.4076123510341828,N_mol_cm3,-0.14278865276171362,n,1.338606317600105,ET30,-0.6434107852425138,SB,-0.4091618226885347,alpha,-0.5624739952482176,SP,1.1218608886443002,SA,-0.2071047289093528,fn,1.1897329640459202,SdP,0.0794394857530368
halohydrocarbon,Clc1ccccc1Cl,delta,-0.04719541593545844,SB,-0.9309644231174179,N_mol_cm3,-0.17791074232079265,pi_star,0.7956045681386802,SA,-0.43935506065951624,SdP,0.4712933692890354,alpha,-0.5624739952482176,n,1.9054891597646557,SP,1.6921895747194966,fn,1.6490710580557741,beta,-1.4037436583368206,ET30,-0.5186621439116509
polyhydric_alcohol,OCCO,beta,0.27937475745039514,pi_star,1.2402071209220602,alpha,1.527931768234491,n,-0.025151834121474707,SB,0.38195824892944963,delta,1.8982615245516088,fn,0.034771748243367595,ET30,2.0178935631492307,SP,0.6213683682109661,SdP,1.1607205027283112,SA,2.675531741636793,N_mol_cm3,1.6608339463604034
ester,COC=O,pi_star,0.12870073896361006,SdP,,SB,,n,-1.4472179353228343,SA,,ET30,0.02191530185542208,N_mol_cm3,1.30341503496507,SP,,alpha,-0.5624739952482176,delta,,beta,-0.23586557391303836,fn,-1.2460281223555358
carboxylic_acid,CC(C)C(=O)O,SB,-0.46975825370608226,pi_star,,N_mol_cm3,0.19397020595180867,beta,,delta,,SdP,-0.630611536293397,alpha,,SP,-0.7520762227456278,fn,,ET30,,SA,1.7556382707832046,n,
misc_N_compound,CN(C)C(=N)N(C)C,ET30,-0.33846966198929357,N_mol_cm3,-0.38244526387072336,SA,-0.5896346870860926,SdP,0.6893173345647037,delta,-0.39903337325758753,fn,0.5537886892703746,alpha,-0.5624739952482176,pi_star,0.6474037172108867,SP,0.6562864510318964,SB,1.9507325186059625,n,0.5773636438362795,beta,1.4472528418741775
amine,CN1CCCCC1,pi_star,,n,,SA,-0.5896346870860926,ET30,,N_mol_cm3,-0.3245971163616522,SP,-0.18174753667043278,SdP,-1.1786177192835905,fn,,SB,1.3986317026683057,delta,,alpha,,beta,
monohydric_alcohol,CCO,n,-1.204268145823742,N_mol_cm3,1.5100155617831814,beta,1.0694099322076596,fn,-1.0216248559697694,pi_star,-0.16770096289197642,SdP,0.7865442379984477,ET30,1.4080113166427892,alpha,1.4350248454130372,delta,1.0911038577537833,SA,1.231936542326954,SB,0.7994003292725561,SP,-1.0546996071936912
misc_N_compound,c1ccncc1,SP,1.377926829331123,fn,1.1098011146473812,SB,0.5401822632530462,pi_star,1.0549560572623182,n,1.2414264018004675,SdP,0.7217263023759517,N_mol_cm3,0.526597054128969,beta,0.6915670225411418,alpha,-0.5624739952482176,SA,-0.43935506065951624,delta,0.1804644388023902,ET30,-0.17213814021480914
ester,COC(=O)c1ccccc1,SB,-0.1432108198892974,N_mol_cm3,-0.3783132533343613,beta,-0.20151621848880943,SP,1.1684183324055408,delta,,fn,,SdP,0.4064754336665394,alpha,-0.5624739952482176,n,,pi_star,,SA,-0.5896346870860926,ET30,
alkane,CC(C)CC(C)(C)C,n,,ET30,,SdP,-1.5203850162022057,beta,,SA,-0.5896346870860926,delta,,fn,,pi_star,,N_mol_cm3,-0.7853162911660416,SB,-1.267611262103794,SP,-1.229290021298343,alpha,
ester,CCOC(=O)CCl,alpha,-0.5624739952482176,N_mol_cm3,-0.09527053159354804,beta,-0.3045642847614962,pi_star,0.42510244081919657,fn,-0.1186109897916692,SdP,,SB,,n,-0.20007568256082084,SP,,ET30,-0.3246087018414197,delta,,SA,
amide,CCN(CC)C(C)=O,pi_star,0.9438054190664732,ET30,-0.04738949888394628,alpha,-0.5624739952482176,N_mol_cm3,-0.4010393112843534,beta,1.1724579984803463,SB,0.8061332660522836,SP,0.2838269009419723,SdP,1.1842906611364916,SA,-0.5896346870860926,delta,-0.12998081765831207,fn,0.15034888183314862,n,0.10766071747136291
alkane,C1CCC2CCCCC2C1,n,,pi_star,,SP,0.23726945718073184,ET30,,delta,,fn,,N_mol_cm3,-0.7336661594615138,alpha,,SdP,-1.5203850162022057,beta,,SB,-1.2272136414254289,SA,-0.5896346870860926
alkane,C1CCCCCCC1,N_mol_cm3,-0.48574552727977943,pi_star,,SB,-1.1868160207470637,n,,beta,,SdP,-1.5203850162022057,alpha,,fn,,delta,,SP,-0.05371456632702137,SA,-0.5896346870860926,ET30,
nitrile,CCC#N,n,-1.0908915773908299,fn,-0.9176594437453172,SP,-0.6473219742828366,SA,-0.45301684488011407,SB,-0.18697490895752636,beta,-0.1671668630645805,N_mol_cm3,0.8922799865970271,SdP,1.0959025671058151,ET30,0.2575516243692749,delta,0.221857139663817,alpha,-0.5624739952482176,pi_star,0.46215265355114493
polyhydric_alcohol,CC(O)C(C)O,SB,0.7792015189333735,delta,,N_mol_cm3,0.28280843248359677,n,0.052592098518237484,SdP,1.063493599294567,beta,,alpha,,SA,1.5097261548124434,fn,0.10255179621307586,pi_star,,SP,-0.11191137102857202,ET30,1.3941503564949154
ester,CCOC(C)=O,beta,0.038929269480792845,n,-0.9937116615911923,alpha,-0.5624739952482176,N_mol_cm3,0.07620790566548502,SdP,0.25621567381438937,SA,-0.5896346870860926,SB,0.40888999604835974,ET30,-0.504801183763777,delta,-0.4818187749804419,pi_star,-0.13065075016002806,SP,-0.7869943055665581,fn,-0.8290863133307186
carboxylic_acid,CC(C)CC(=O)O,pi_star,,beta,,SP,-0.6240432524022164,SA,1.860378616474455,ET30,,SdP,-0.6070413778852165,SB,-0.05231617336297573,alpha,,fn,,n,,N_mol_cm3,-0.15105267383443813,delta,
ketone,CCC(=O)CC,SB,0.45938702189631625,beta,0.038929269480792845,SdP,0.7924367776004929,N_mol_cm3,-0.09113852105718562,n,-0.6697786089257375,fn,-0.5360928788799891,ET30,-0.33846966198929357,delta,-0.4818187749804419,pi_star,0.4992028662830933,SP,-0.36797731171539483,alpha,-0.5624739952482176,SA,-0.5896346870860926
monohydric_alcohol,C=CCO,N_mol_cm3,0.9893822342015397,alpha,1.3885713840023102,beta,1.584650263571093,SdP,0.9515353468557102,fn,-0.24715004490553727,SB,0.5536481368125012,SP,-0.21666561949136315,n,-0.34584555626027896,pi_star,-0.24180138835587317,SA,1.300245463429943,delta,0.6978731995702273,ET30,1.4080113166427892
misc_N_compound,CN(C)C(=O)N(C)C,beta,1.2411567093288043,SP,0.6330077291512762,SB,0.6849404040171881,n,0.25828958696080234,alpha,-0.5624739952482176,ET30,-0.11669429962331464,delta,-0.3783370228268745,fn,0.28077821716927986,SA,-0.5896346870860926,SdP,1.0664398690955896,N_mol_cm3,-0.3122010847525653,pi_star,0.9067552063345249
alkane,C1CCCCCCC1,alpha,,fn,,N_mol_cm3,-0.48574552727977943,beta,,pi_star,,SA,-0.5896346870860926,delta,,SdP,-1.5203850162022057,ET30,,SB,-1.1868160207470637,n,,SP,-0.05371456632702137
amine,CCCCNCCCC,SdP,-0.9046146277884938,SB,1.920434303097189,fn,,SA,-0.5896346870860926,alpha,,delta,,ET30,,n,,SP,-0.36797731171539483,pi_star,,N_mol_cm3,-0.8183723754569396,beta,
polyhydric_alcohol,O,beta,0.1076279803292505,SP,-0.49601028205880493,SdP,1.4170459754172726,ET30,2.960438853204641,pi_star,1.8700607373651819,delta,5.623604602080036,SA,4.246636927005546,N_mol_cm3,9.414551717844143,alpha,2.155053497279303,fn,-1.4118327018511563,n,-1.6253811142888381,SB,-1.3315741615112056
carboxylic_acid,CCC(C)C(=O)O,n,,ET30,,alpha,,SA,1.4095397371947258,SP,-0.4378134773572543,beta,,pi_star,,delta,,fn,,SdP,-0.7514085981353212,N_mol_cm3,-0.1324586264208081,SB,-0.5741187737918589
ester,CCOC(C)=O,n,-0.9937116615911923,delta,-0.4818187749804419,fn,-0.8290863133307186,beta,0.038929269480792845,SP,-0.7869943055665581,N_mol_cm3,0.07620790566548502,SA,-0.5896346870860926,SdP,0.25621567381438937,ET30,-0.504801183763777,alpha,-0.5624739952482176,SB,0.40888999604835974,pi_star,-0.13065075016002806
amine,CN1CCCC1,ET30,,N_mol_cm3,-0.043620399889020015,delta,,fn,,SP,-0.13519009290919226,SA,-0.5896346870860926,beta,,SdP,-0.8839907391813359,SB,1.6746821106371343,n,,alpha,,pi_star,
ether,COc1ccccc1OC,n,1.613949412365743,SB,-0.2711366187041203,ET30,-0.46321830332015645,SdP,0.26505448321745706,SA,-0.5896346870860926,N_mol_cm3,-0.4175673534298024,alpha,,pi_star,,fn,1.4144062704634395,beta,,SP,1.4826810777939143,delta,
alkane,[2H]C1CCC[C@@H]2CCCC[C@H]12,pi_star,-1.7608601103657548,beta,-1.231996881215676,N_mol_cm3,-0.688214043561529,SB,-1.2272136414254289,SA,-0.5896346870860926,fn,0.704741067019644,delta,-0.6059968775647224,n,0.7555268228022799,SdP,-1.5203850162022057,alpha,-0.5624739952482176,SP,0.34202370564352297,ET30,-1.4612074339670607
alkane,CCCCCCC,pi_star,-2.4648141522727727,delta,-1.1441019887632733,SP,-1.0314208853130709,n,-0.7507618720921002,SdP,-1.5203850162022057,fn,-0.609003687452982,SB,-1.1363189948991073,beta,-1.5067917246095073,SA,-0.5896346870860926,alpha,-0.5624739952482176,ET30,-1.475068394114934,N_mol_cm3,-0.6303658960524577
alkane,CCCCCCCCC,fn,-0.34787497674896734,beta,,pi_star,,SP,-0.7404368618053176,SdP,-1.5203850162022057,SB,-1.2373130465950202,ET30,-1.488929354262808,delta,-1.0613165870404193,SA,-0.5896346870860926,alpha,,N_mol_cm3,-0.8741545176978297,n,-0.4592221246931876
ester,CCOC(=O)C(Cl)(Cl)Cl,fn,0.33235586323387745,SB,,beta,-0.6480578390037851,SP,,n,0.3182172017039127,N_mol_cm3,-0.5435936747888507,SA,,ET30,-0.4216354228765348,pi_star,0.0916505262316617,alpha,-0.5624739952482176,delta,,SdP,
polyhydric_alcohol,OCCCCO,fn,0.23460137173971818,SB,0.5974122258807303,N_mol_cm3,0.3055344904335892,SP,0.45841731504662425,SdP,1.0251920918812738,beta,,alpha,,n,0.20484063327100047,ET30,1.6297866790087683,pi_star,,SA,1.3412308160917366,delta,
alkane,CCCCCCC,SB,-1.1363189948991073,alpha,-0.5624739952482176,pi_star,-2.4648141522727727,ET30,-1.475068394114934,N_mol_cm3,-0.6303658960524577,SP,-1.0314208853130709,beta,-1.5067917246095073,delta,-1.1441019887632733,n,-0.7507618720921002,fn,-0.609003687452982,SdP,-1.5203850162022057,SA,-0.5896346870860926
amine,C1CCNCC1,fn,0.33235586323387745,SP,0.3536630665838331,ET30,-0.8651861476084928,delta,-0.3162479715347339,pi_star,-1.0569060684587366,N_mol_cm3,0.05348184771549257,SA,-0.5896346870860926,SdP,-0.4449965388289765,n,0.3182172017039127,SB,1.7251791364850908,alpha,-0.5624739952482176,beta,2.0655412395102974
alkane,C1CCCCCC1,SdP,-1.5203850162022057,pi_star,,alpha,,SA,-0.5896346870860926,SB,-1.2474124517646115,N_mol_cm3,-0.3287291268980143,SP,-0.23994434137198342,ET30,,fn,,n,,delta,,beta,
ester,CCCOC=O,n,,pi_star,,SA,-0.5896346870860926,SB,0.4324552747774061,alpha,,beta,,SdP,0.34460376784506586,SP,-0.6589613352231467,delta,,N_mol_cm3,0.10099996888365852,fn,,ET30,
monohydric_alcohol,C=CCO,SB,0.5536481368125012,N_mol_cm3,0.9893822342015397,ET30,1.4080113166427892,beta,1.584650263571093,SA,1.300245463429943,delta,0.6978731995702273,SP,-0.21666561949136315,alpha,1.3885713840023102,n,-0.34584555626027896,fn,-0.24715004490553727,pi_star,-0.24180138835587317,SdP,0.9515353468557102
ketone,CCCCC(C)=O,fn,-0.40566354354385786,alpha,-0.5160205338374907,SB,,n,-0.5240087352262793,delta,,pi_star,0.23985137715945515,SP,,N_mol_cm3,-0.3617852111889123,SA,,ET30,-0.22758198080630362,SdP,,beta,0.14197733575347943
ketone,CC(=O)CC(C)=O,n,0.2599092522241295,ET30,1.0337653926502006,pi_star,,SA,,fn,0.28212841732803884,SP,,SB,,alpha,,SdP,,N_mol_cm3,-0.010564315598122024,delta,,beta,
monohydric_alcohol,CCCCCCC(C)O,delta,,alpha,,pi_star,,SdP,-0.05903519489502297,beta,,fn,,SA,-0.1888890166152224,SP,-0.32141986795415434,ET30,,n,,N_mol_cm3,-0.7316001541933326,SB,1.8261731881810037
alkane,CCCCCCCCCCCC,SA,-0.5896346870860926,beta,-1.5067917246095073,delta,-0.9578348348868515,N_mol_cm3,-1.1241411551477452,alpha,-0.5624739952482176,pi_star,-1.9831613867574445,SP,-0.4727315601781847,fn,-0.10429886810882168,n,-0.18387902992754973,SB,-1.126219589729516,SdP,-1.5203850162022057,ET30,-1.475068394114934
ester,O=C1CCCO1,ET30,0.35457834540439,pi_star,1.0549560572623182,beta,0.17632669117770836,SP,0.5980896463303458,delta,1.0497111568923565,SdP,1.2638399457641,SA,-0.3300607868947335,alpha,-0.5624739952482176,N_mol_cm3,0.6794814439743716,fn,0.09418055522876843,SB,-0.07251498370215832,n,0.04287410693827121
ester,CCOC=O,SdP,0.5626277331207341,delta,-0.33694432196544694,alpha,-0.5624739952482176,ET30,-0.11669429962331464,beta,-0.27021492933726726,SA,-0.5896346870860926,SB,0.190069550707215,pi_star,0.0916505262316617,N_mol_cm3,0.5327950699335123,fn,-1.0216248559697694,SP,-0.8801091930890391,n,-1.204268145823742
ester,CCOC(=O)CCl,delta,,pi_star,0.42510244081919657,SP,,N_mol_cm3,-0.09527053159354804,ET30,-0.3246087018414197,SdP,,fn,-0.1186109897916692,beta,-0.3045642847614962,SA,,n,-0.20007568256082084,SB,,alpha,-0.5624739952482176
ether,CCCCCCOCCCCCC,SB,0.6647415936780056,alpha,,ET30,,fn,,pi_star,,beta,,SA,-0.5896346870860926,SP,-0.49601028205880493,N_mol_cm3,-1.1571972394386432,n,,delta,,SdP,-0.9075608975895163
monohydric_alcohol,OCc1ccccc1,SP,1.5990746871970154,N_mol_cm3,-0.04568640515720105,n,1.7273259807986554,SB,0.13620605646939493,alpha,0.8311298470735881,ET30,1.2000969144246842,beta,0.27937475745039514,delta,0.6357841482780867,fn,1.5059498412273065,SA,1.272921894988747,pi_star,1.4625083973137498,SdP,0.8012755870035605
polyhydric_alcohol,OCCCCO,SA,1.3412308160917366,pi_star,,n,0.20484063327100047,ET30,1.6297866790087683,N_mol_cm3,0.3055344904335892,delta,,alpha,,SdP,1.0251920918812738,SB,0.5974122258807303,beta,,fn,0.23460137173971818,SP,0.45841731504662425
alkane,CC(C)CC(C)(C)C,ET30,,delta,,SA,-0.5896346870860926,n,,beta,,fn,,N_mol_cm3,-0.7853162911660416,SP,-1.229290021298343,alpha,,SdP,-1.5203850162022057,SB,-1.267611262103794,pi_star,
misc_N_compound,CN(C)C(=N)N(C)C,SA,-0.5896346870860926,N_mol_cm3,-0.38244526387072336,SP,0.6562864510318964,fn,0.5537886892703746,SB,1.9507325186059625,alpha,-0.5624739952482176,pi_star,0.6474037172108867,n,0.5773636438362795,SdP,0.6893173345647037,beta,1.4472528418741775,delta,-0.39903337325758753,ET30,-0.33846966198929357
ketone,CC(=O)C(Cl)(Cl)Cl,ET30,0.576353707770369,beta,,SP,,delta,,n,0.052592098518237484,SdP,,SB,,SA,,pi_star,,alpha,,N_mol_cm3,-0.1965047897344227,fn,0.10255179621307586
ketone,CCCC(=O)CCC,fn,-0.3192507333832746,SP,,SA,,delta,,ET30,-0.39391350258078806,SB,,pi_star,,alpha,,n,-0.4268288194266418,SdP,,N_mol_cm3,-0.5497916905933942,beta,
monohydric_alcohol,CCOC(=O)c1ccccc1O,n,,beta,,delta,,SA,-0.05227117440924393,ET30,,SdP,0.4860247182941482,N_mol_cm3,-0.6282998907842767,pi_star,,SB,-0.6212493312499517,fn,,SP,1.1102215277039902,alpha,
polyhydric_alcohol,OCC(O)CO,alpha,2.2479604201007573,SdP,1.1931294705395592,N_mol_cm3,0.7931117337243332,SP,1.2149757761667812,n,0.668064898582605,pi_star,0.12870073896361006,SA,2.3840803449307053,fn,0.6307500983196436,ET30,2.114920284184347,beta,0.24502540202616618,delta,2.7054191913494345,SB,-0.37549713878989704
ester,CC(=O)OCC(COC(C)=O)OC(C)=O,beta,,fn,0.010738185417455163,alpha,,delta,0.05628633621810899,n,-0.05268614359803921,SP,0.13251520871794067,ET30,-0.185999100362683,SB,-0.0152850210744745,N_mol_cm3,-0.9340686704750822,SA,-0.48489434139484244,pi_star,,SdP,0.5007560672992609
ester,CCOC(C)=O,n,-0.9937116615911923,N_mol_cm3,0.07620790566548502,ET30,-0.504801183763777,SdP,0.25621567381438937,SB,0.40888999604835974,SA,-0.5896346870860926,alpha,-0.5624739952482176,beta,0.038929269480792845,fn,-0.8290863133307186,SP,-0.7869943055665581,delta,-0.4818187749804419,pi_star,-0.13065075016002806
ketone,CC(=O)CC(C)=O,SP,,delta,,pi_star,,SdP,,N_mol_cm3,-0.010564315598122024,ET30,1.0337653926502006,SB,,beta,,alpha,,SA,,n,0.2599092522241295,fn,0.28212841732803884
ketone,O=C1CCCC1,SA,,SdP,,N_mol_cm3,0.2993364746290458,pi_star,0.6474037172108867,ET30,-0.3246087018414197,fn,0.10255179621307586,beta,0.27937475745039514,SB,,SP,,delta,,alpha,-0.5624739952482176,n,0.052592098518237484
alkane,CCCCCCCCCCCCCC,n,,fn,,SdP,-1.5203850162022057,SB,-1.2474124517646115,beta,,SP,-0.32141986795415434,pi_star,,SA,-0.5896346870860926,delta,,N_mol_cm3,-1.241903455434069,alpha,,ET30,
carboxylic_acid,CC(C)C(=O)O,ET30,,pi_star,,delta,,n,,SB,-0.46975825370608226,SP,-0.7520762227456278,beta,,SdP,-0.630611536293397,fn,,SA,1.7556382707832046,alpha,,N_mol_cm3,0.19397020595180867
alkane,CCCCCCCCCCC,N_mol_cm3,-1.0559629812977684,beta,,SA,-0.5896346870860926,alpha,,pi_star,,delta,,SB,-1.1464184000686986,SP,-0.5309283648797353,n,,ET30,,SdP,-1.5203850162022057,fn,
ketone,CC(C)=O,beta,-0.029769441367665003,SA,-0.5896346870860926,pi_star,0.46215265355114493,n,-1.204268145823742,SP,-0.8451911102681088,fn,-1.0216248559697694,N_mol_cm3,0.7765836915788842,alpha,-0.3766601496053102,delta,-0.21276621938116647,SdP,1.1518816933252434,SB,0.18333661392748746,ET30,0.06349818229904368
