solvent,SMILES,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
alkane,CC(C)CC.CCCC,ET30,-1.5027903144106811,beta,-1.4724423691852782,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(C)CC.CCCC,alpha,-0.5624739952482177,ET30,-1.5027903144106811,beta,-1.4724423691852782,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(C)CC.CCCC,alpha,-0.5624739952482177,beta,-1.4724423691852782,ET30,-1.5027903144106811,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(C)CC.CCCC,beta,-1.4724423691852782,ET30,-1.5027903144106811,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(C)CC.CCCC,beta,-1.4724423691852782,alpha,-0.5624739952482177,ET30,-1.5027903144106811,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(CC)C.CCCC,ET30,-1.5027903144106811,alpha,-0.5624739952482177,beta,-1.4724423691852782,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(CC)C.CCCC,ET30,-1.5027903144106811,beta,-1.4724423691852782,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(CC)C.CCCC,alpha,-0.5624739952482177,ET30,-1.5027903144106811,beta,-1.4724423691852782,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(CC)C.CCCC,alpha,-0.5624739952482177,beta,-1.4724423691852782,ET30,-1.5027903144106811,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(CC)C.CCCC,beta,-1.4724423691852782,ET30,-1.5027903144106811,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CC(CC)C.CCCC,beta,-1.4724423691852782,alpha,-0.5624739952482177,ET30,-1.5027903144106811,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,C(C(C)C)C.CCCC,ET30,-1.5027903144106811,alpha,-0.5624739952482177,beta,-1.4724423691852782,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,C(C(C)C)C.CCCC,ET30,-1.5027903144106811,beta,-1.4724423691852782,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,C(C(C)C)C.CCCC,alpha,-0.5624739952482177,ET30,-1.5027903144106811,beta,-1.4724423691852782,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,C(C(C)C)C.CCCC,alpha,-0.5624739952482177,beta,-1.4724423691852782,ET30,-1.5027903144106811,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,C(C(C)C)C.CCCC,beta,-1.4724423691852782,ET30,-1.5027903144106811,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,C(C(C)C)C.CCCC,beta,-1.4724423691852782,alpha,-0.5624739952482177,ET30,-1.5027903144106811,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CCC(C)C.CCCC,ET30,-1.5027903144106811,alpha,-0.5624739952482177,beta,-1.4724423691852782,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CCC(C)C.CCCC,ET30,-1.5027903144106811,beta,-1.4724423691852782,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CCC(C)C.CCCC,alpha,-0.5624739952482177,ET30,-1.5027903144106811,beta,-1.4724423691852782,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CCC(C)C.CCCC,alpha,-0.5624739952482177,beta,-1.4724423691852782,ET30,-1.5027903144106811,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CCC(C)C.CCCC,beta,-1.4724423691852782,ET30,-1.5027903144106811,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,CCC(C)C.CCCC,beta,-1.4724423691852782,alpha,-0.5624739952482177,ET30,-1.5027903144106811,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.23731304659502,SP,-1.6599463760898177,SdP,-1.520385016202206,N_mol_cm3,-0.257225114517863,n,-1.2852514089901048,fn,-1.0961559047332747,delta,-1.4131545443625488
alkane,C(C)CCC,ET30,-1.4889293542628073,alpha,-0.5624739952482177,beta,-1.506791724609507,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(C)CCC,ET30,-1.4889293542628073,beta,-1.506791724609507,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(C)CCC,alpha,-0.5624739952482177,ET30,-1.4889293542628073,beta,-1.506791724609507,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(C)CCC,alpha,-0.5624739952482177,beta,-1.506791724609507,ET30,-1.4889293542628073,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(C)CCC,beta,-1.506791724609507,ET30,-1.4889293542628073,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(C)CCC,beta,-1.506791724609507,alpha,-0.5624739952482177,ET30,-1.4889293542628073,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CC)CC,ET30,-1.4889293542628073,alpha,-0.5624739952482177,beta,-1.506791724609507,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CC)CC,ET30,-1.4889293542628073,beta,-1.506791724609507,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CC)CC,alpha,-0.5624739952482177,ET30,-1.4889293542628073,beta,-1.506791724609507,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CC)CC,alpha,-0.5624739952482177,beta,-1.506791724609507,ET30,-1.4889293542628073,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CC)CC,beta,-1.506791724609507,ET30,-1.4889293542628073,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CC)CC,beta,-1.506791724609507,alpha,-0.5624739952482177,ET30,-1.4889293542628073,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CCC)C,ET30,-1.4889293542628073,alpha,-0.5624739952482177,beta,-1.506791724609507,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CCC)C,ET30,-1.4889293542628073,beta,-1.506791724609507,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CCC)C,alpha,-0.5624739952482177,ET30,-1.4889293542628073,beta,-1.506791724609507,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CCC)C,alpha,-0.5624739952482177,beta,-1.506791724609507,ET30,-1.4889293542628073,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CCC)C,beta,-1.506791724609507,ET30,-1.4889293542628073,alpha,-0.5624739952482177,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,C(CCC)C,beta,-1.506791724609507,alpha,-0.5624739952482177,ET30,-1.4889293542628073,pi_star,-2.4648141522727722,SA,-0.5896346870860927,SB,-1.1699836787977447,SP,-1.5202740448060963,SdP,-1.520385016202206,N_mol_cm3,-0.22852169857575377,n,-1.2204647984570132,fn,-1.0364770577161218,delta,-1.288976441778268
alkane,CCC(C)CC,SA,-0.5896346870860927,SB,-1.2474124517646112,SP,-1.2060112994177228,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CCC(C)CC,SA,-0.5896346870860927,SP,-1.2060112994177228,SB,-1.2474124517646112,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CCC(C)CC,SB,-1.2474124517646112,SA,-0.5896346870860927,SP,-1.2060112994177228,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CCC(C)CC,SB,-1.2474124517646112,SP,-1.2060112994177228,SA,-0.5896346870860927,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CCC(C)CC,SP,-1.2060112994177228,SA,-0.5896346870860927,SB,-1.2474124517646112,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CCC(C)CC,SP,-1.2060112994177228,SB,-1.2474124517646112,SA,-0.5896346870860927,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CC(CC)CC,SA,-0.5896346870860927,SB,-1.2474124517646112,SP,-1.2060112994177228,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CC(CC)CC,SA,-0.5896346870860927,SP,-1.2060112994177228,SB,-1.2474124517646112,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CC(CC)CC,SB,-1.2474124517646112,SA,-0.5896346870860927,SP,-1.2060112994177228,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CC(CC)CC,SB,-1.2474124517646112,SP,-1.2060112994177228,SA,-0.5896346870860927,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CC(CC)CC,SP,-1.2060112994177228,SA,-0.5896346870860927,SB,-1.2474124517646112,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,CC(CC)CC,SP,-1.2060112994177228,SB,-1.2474124517646112,SA,-0.5896346870860927,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,C(C)C(CC)C,SA,-0.5896346870860927,SB,-1.2474124517646112,SP,-1.2060112994177228,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,C(C)C(CC)C,SA,-0.5896346870860927,SP,-1.2060112994177228,SB,-1.2474124517646112,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,C(C)C(CC)C,SB,-1.2474124517646112,SA,-0.5896346870860927,SP,-1.2060112994177228,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,C(C)C(CC)C,SB,-1.2474124517646112,SP,-1.2060112994177228,SA,-0.5896346870860927,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
alkane,C(C)C(CC)C,SP,-1.2060112994177228,SA,-0.5896346870860927,SB,-1.2474124517646112,SdP,-1.520385016202206,N_mol_cm3,-0.4478978061333038,ET30,,alpha,,beta,,pi_star,,n,,fn,,delta,
