solvent,SMILES,Property_0,Value_0,Property_1,Value_1,Property_2,Value_2,Property_3,Value_3,Property_4,Value_4,Property_5,Value_5,Property_6,Value_6,Property_7,Value_7,Property_8,Value_8,Property_9,Value_9,Property_11,Value_11,Property_10,Value_10
alkane,CCCC.CCC(C)C,ET30,-1.5027903144106818,alpha,-0.5624739952482177,beta,-1.4724423691852784,pi_star,-2.4648141522727727,SA,-0.5896346870860926,SB,-1.2373130465950202,SP,-1.6599463760898177,SdP,-1.5203850162022057,N_mol_cm3,-0.25722511451786295,n,-1.285251408990105,delta,-1.413154544362549,fn,
alkane,CCCCCCCC,ET30,-1.475068394114934,alpha,-0.5624739952482177,beta,-1.5067917246095073,pi_star,-2.131362237685238,SA,-0.5896346870860926,SB,-1.1497848684585623,SP,-0.8568304712084189,SdP,-1.5203850162022057,N_mol_cm3,-0.7615851375006417,n,-0.5725986931260999,delta,-1.0820129374711334,fn,
amine,CCCCN(CCCC)CCCC,ET30,-1.3364587926361975,alpha,-0.5624739952482177,beta,0.622868311692684,pi_star,-1.575609046706013,SA,-0.5896346870860926,SB,1.4592281336858535,SP,-0.4028953945363252,SdP,-1.343608828140853,N_mol_cm3,-1.155231984706713,n,-0.07050246149463746,delta,-1.0199238861789928,fn,
aromatic,CC1=CC=C(C=C1)C,ET30,-1.1978491911574607,alpha,-0.5624739952482177,beta,-1.0945994595187607,pi_star,-0.5752533029434083,SA,-0.5896346870860926,SB,-0.8771009288795977,SP,0.6330077291512762,SdP,-1.0047878010232603,N_mol_cm3,-0.3576870703152459,n,1.0114339344079923,delta,-0.5646041767032963,fn,
aromatic,CC1=CC=CC=C1,ET30,-1.0869615099744716,alpha,-0.5624739952482177,beta,-1.1289488149429896,pi_star,-0.16770096289197642,SA,-0.5896346870860926,SB,-0.984827917355238,SP,0.6795651729125167,SdP,-0.6836443927118028,N_mol_cm3,-0.08295437486934189,n,0.9660833070348297,delta,-0.5232114758418694,fn,
carboxylic_acid,CCCC(=O)O,ET30,1.754535320339631,alpha,1.9924663823417597,beta,0.038929269480792845,pi_star,-0.09360053742807971,SA,2.0106582429010307,SB,0.14630546163898625,SP,-0.5658464477006657,SdP,-0.5392771724616979,N_mol_cm3,0.2163812485269413,n,-0.5725986931260999,delta,0.9048367038773615,fn,
ester,CC(=O)OC,ET30,-0.39391350258078806,alpha,-0.5624739952482177,beta,-0.06411879679189393,pi_star,0.05460031349971333,SA,-0.5896346870860926,SB,0.3583929702004033,SP,-0.9150272759099696,SdP,0.356388847049156,N_mol_cm3,0.5546715078446588,n,-1.1718748405571964,delta,-0.2748552706733078,fn,
ether,C1CCOC1,ET30,-0.6018279047988931,alpha,-0.5624739952482177,beta,0.3824228237230819,pi_star,-0.019500111964183393,SA,-0.5896346870860926,SB,0.5738469471516838,SP,-0.11191137102857202,SdP,0.3475500376460884,N_mol_cm3,0.5116163839314947,n,-0.4268288194266418,delta,-0.35764067239616143,fn,
ether,CC(C)OC(C)C,ET30,-1.059239589678724,alpha,-0.5624739952482177,beta,0.17632669117770836,pi_star,-1.1680567066545815,SA,-0.5896346870860926,SB,0.7960338608826923,SP,-1.1478144947161721,SdP,-0.5657936006709008,N_mol_cm3,-0.572962689881066,n,-1.0941309079174877,delta,-1.2889764417782683,fn,
ether,CCCCOCCCC,ET30,-1.2117101513053345,alpha,-0.5624739952482177,beta,0.07327862490502177,pi_star,-1.1680567066545815,SA,-0.5896346870860926,SB,0.7287044930854171,SP,-0.6007645305215961,SdP,-1.0047878010232603,N_mol_cm3,-0.8066905054096707,n,-0.5531627099661709,delta,-1.0199238861789928,fn,
